dpt,insee,nom,pk_id,voie_ref,voie_nom
29,29170,Plomelin,847,,Hent Penhoat Braz
29,29170,Plomelin,848,,Hent Ty Lipic
29,29170,Plomelin,849,,Hent Kergoff
29,29170,Plomelin,850,,Hent Kergoff
29,29170,Plomelin,851,CD,Hent Tingoff
29,29170,Plomelin,852,,Hent Trébé
29,29170,Plomelin,853,D 20,Route des Châteaux
29,29170,Plomelin,854,D 20,Route des Châteaux
29,29170,Plomelin,855,D 20,Route des Châteaux
29,29170,Plomelin,856,D 20,Route des Châteaux
29,29232,Quimper,857,D 20,Route de Plomelin
29,29232,Quimper,858,D 20,Route de Plomelin
29,29232,Quimper,859,D 20,Avenue Pierre Mendès-France
29,29232,Quimper,860,,Boulevard de France
29,29232,Quimper,861,,Rue Paul Borrossi
29,29232,Quimper,862,,Rue de Pont-l'Abbé
29,29232,Quimper,863,,Quai de l'Odet
29,29232,Quimper,864,,Boulevard Dupleix
29,29232,Quimper,865,D 765,Avenue de la Libération
29,29232,Quimper,866,D 765,Avenue de la Libération
29,29232,Quimper,867,D 783,Pont de L'Eau Blanche
29,29051,Ergué-Gabéric,868,D 15,Avenue du Rouillen
29,29051,Ergué-Gabéric,869,D 15,Avenue du Rouillen
29,29051,Ergué-Gabéric,870,D 15,Avenue de Coray
29,29051,Ergué-Gabéric,871,,Rue de la Croix-Rouge
29,29051,Ergué-Gabéric,872,,Route de Plas an Dans
29,29051,Ergué-Gabéric,873,,Route de Plas an Dans
29,29051,Ergué-Gabéric,874,,Route de Plas an Dans
29,29051,Ergué-Gabéric,875,,Route du Reunic
29,29051,Ergué-Gabéric,876,,Route de Meil Faou
29,29051,Ergué-Gabéric,877,D 115,Route d'Elliant
29,29051,Ergué-Gabéric,878,D 115,Route d'Elliant
29,29051,Ergué-Gabéric,879,D 115,Route d'Elliant
29,29049,Elliant,880,D 115,D 115
29,29049,Elliant,881,D 115,Voie Communale 1 de Quimper à Elliant
29,29049,Elliant,882,D 115,D 115
29,29049,Elliant,883,D 115,D 115
29,29049,Elliant,884,D 115,Voie Communale 1 de Quimper à Elliant
29,29049,Elliant,885,D 115,D 115
29,29049,Elliant,886,D 115,Allée de Saint-Cloud
29,29049,Elliant,887,D 150,Rue Pierre Loti
29,29049,Elliant,888,D 150,Route de Rosporden
29,29049,Elliant,889,D 150,Route de Rosporden
29,29049,Elliant,890,D 150,Route de Rosporden
29,29049,Elliant,891,D 150,Route Départementale 150
29,29241,Rosporden,892,D 150,Route Départementale 150
29,29241,Rosporden,893,D 150,Rue d'Elliant
29,29241,Rosporden,894,D 765,Rue Nationale
29,29241,Rosporden,895,D 765B,Rue Alsace Lorraine
29,29241,Rosporden,896,D 765,Rue de Bannalec
29,29241,Rosporden,897,D 765,D 765
29,29241,Rosporden,898,D 765,Route Départementale 765
29,29241,Rosporden,899,D 765,Route Départementale 765
29,29241,Rosporden,900,D 765,Route Départementale 765
29,29241,Rosporden,901,D 765,Route Départementale 765
29,29241,Rosporden,902,D 765,Route Départementale 765
29,29004,Bannalec,903,D 765,D 765
29,29004,Bannalec,904,D 765,D 765
29,29004,Bannalec,905,D 765,D 765
29,29004,Bannalec,906,D 765,D 765
29,29004,Bannalec,907,D 765,Rue André Cadiou
29,29004,Bannalec,908,,Rue Jean Moulin
29,29004,Bannalec,909,,Rue de la Farandole
29,29004,Bannalec,910,,Rue des Frères Le Gac
29,29004,Bannalec,911,,(voie non dénommée)
29,29004,Bannalec,912,,(voie non dénommée)
29,29004,Bannalec,913,,(voie non dénommée)
29,29300,Le Trévoux,914,D 22,D 22
29,29300,Le Trévoux,915,D 22,D 22
29,29300,Le Trévoux,916,D 22,D 22
29,29300,Le Trévoux,917,D 22,D 22
29,29300,Le Trévoux,918,D 106,Rue de Pont-Aven
29,29300,Le Trévoux,919,D 106,D 106
29,29300,Le Trévoux,920,D 106,D 106
29,29300,Le Trévoux,921,D 106,D 106
29,29300,Le Trévoux,922,D 106,D 106
29,29300,Le Trévoux,923,D 106,D 106
29,29236,Riec-sur-Bélon,924,D 106,D 106
29,29236,Riec-sur-Bélon,925,D 4,D 4
29,29236,Riec-sur-Bélon,926,D 104,D 104
29,29236,Riec-sur-Bélon,927,D 104,D 104
29,29236,Riec-sur-Bélon,928,D 104,Rue de Bannalec
29,29236,Riec-sur-Bélon,929,D 783,Rue Mélanie Rouat
29,29236,Riec-sur-Bélon,930,D 24,D 24
29,29236,Riec-sur-Bélon,931,D 24,D 24
29,29236,Riec-sur-Bélon,932,D 24,D 24
29,29236,Riec-sur-Bélon,933,D 24,D 24
29,29236,Riec-sur-Bélon,934,D 24,D 24
29,29150,Moëlan-sur-Mer,935,D 24,Route de Riec sur Belon
29,29150,Moëlan-sur-Mer,936,D 24,Route de Riec sur Belon
29,29150,Moëlan-sur-Mer,937,D 24,Rue du Guilly
29,29150,Moëlan-sur-Mer,938,D 24,Rue de Pont-ar-Laër
29,29150,Moëlan-sur-Mer,939,,(voie non dénommée)
29,29150,Moëlan-sur-Mer,940,D 24,D 24
29,29150,Moëlan-sur-Mer,941,D 24,D 24
29,29031,Clohars-Carnoët,942,D 24,Route de Moëlan
29,29031,Clohars-Carnoët,943,D 24,Route de Moëlan
29,29031,Clohars-Carnoët,944,D 16,D 16
29,29031,Clohars-Carnoët,945,D 16,D 16
29,29031,Clohars-Carnoët,946,D 16,D 16
29,29031,Clohars-Carnoët,947,D 16,D 16
29,29233,Quimperlé,948,D 16,D 16
29,29233,Quimperlé,949,D 16,D 16
29,29233,Quimperlé,950,D 16,D 16
29,29233,Quimperlé,951,D 16,D 16
29,29233,Quimperlé,952,D 16,Rue d'Armorique
29,29233,Quimperlé,953,D 16,Rue de Moëlan
29,29233,Quimperlé,954,D 16,Rue de Moëlan
29,29233,Quimperlé,955,D 6,Rue de Pont-Aven
29,29233,Quimperlé,956,D 765,Rue du Bourgneuf
29,29233,Quimperlé,957,D 22,Rue d'Arzano
29,29233,Quimperlé,958,D 22,Rue d'Arzano
29,29233,Quimperlé,959,D 22,Rue d'Arzano
56,56023,Brech,960,D 19,Rue Georges Cadoudal
56,56023,Brech,961,D 19,Rue du Loch
56,56013,Belz,962,,(voie non dénommée)
56,56013,Belz,963,,Rue du Moulin des Oies
56,56013,Belz,964,,Rue de Kerhuen
56,56013,Belz,965,D 16,Route d'Auray
56,56013,Belz,966,D 16,Route d'Auray
56,56013,Belz,967,D 22,Route d'Auray
56,56119,Locoal-Mendon,968,D 22,D 22
56,56119,Locoal-Mendon,969,D 22,D 22
56,56161,Ploemel,970,D 22,D 22
56,56161,Ploemel,971,D 186,D 186
56,56161,Ploemel,972,D 186,D 186
56,56161,Ploemel,973,D 186,Village de Kergounio
56,56161,Ploemel,974,D 119,Rue de la Gare
56,56161,Ploemel,975,D 105,Rue Joseph Le Pévédic
56,56121,Lorient,976,,Avenue Anatole France
56,56121,Lorient,977,,Avenue Anatole France
56,56121,Lorient,978,,Place Jules Ferry
56,56121,Lorient,979,,Quai Gustave Mansion
56,56121,Lorient,980,,Quai des Indes
56,56260,Vannes,981,,Rue de Kerbiquette
56,56206,Saint-Avé,982,,(voie non dénommée)
56,56206,Saint-Avé,983,,Rue Denis Papin
56,56206,Saint-Avé,984,,Rue de Treviantec
56,56206,Saint-Avé,985,C 104,C 104
56,56132,Meucon,986,D 308,Route de Vannes
56,56132,Meucon,987,,Rue de Bel Air
56,56132,Meucon,988,D 308,D 308
56,56132,Meucon,989,D 308,D 308
56,56132,Meucon,990,D 308,D 308
56,56067,Grand-Champ,991,D 308,D 308
56,56067,Grand-Champ,992,D 308,D 308
56,56067,Grand-Champ,993,D 308,D 308
56,56067,Grand-Champ,994,D 308,D 308
56,56067,Grand-Champ,995,D 308,D 308
56,56067,Grand-Champ,996,D 779,D 779
56,56067,Grand-Champ,997,D 779,D 779
56,56067,Grand-Champ,998,D 779,D 779
56,56067,Grand-Champ,999,D 779,Rue du Général de Gaulle
56,56067,Grand-Champ,1000,D 779,Rue du Général de Gaulle
56,56067,Grand-Champ,1001,D 779,Route de Baud
56,56067,Grand-Champ,1002,D 779,Route de Baud
56,56067,Grand-Champ,1003,D 779,Route de Baud
56,56067,Grand-Champ,1004,D 779,Route de Baud
56,56022,Brandivy,1005,D 103,D 103
56,56022,Brandivy,1006,D 103,D 103
56,56022,Brandivy,1007,D 103,D 103
56,56022,Brandivy,1008,D 103,D 103
56,56022,Brandivy,1009,D 103,Rue de la Vallée du Loch
56,56022,Brandivy,1010,D 103,D 103
56,56177,Pluvigner,1011,D 103,Route de Brandivy
56,56177,Pluvigner,1012,D 103,Route de Brandivy
56,56177,Pluvigner,1013,D 103,Route de Brandivy
56,56177,Pluvigner,1014,D 103,Route de Brandivy
56,56177,Pluvigner,1015,D 103,Route de Brandivy
56,56177,Pluvigner,1016,D 103,D 103
56,56177,Pluvigner,1017,,Place Mainlièvre
56,56177,Pluvigner,1018,D 768,Route de Baud
56,56177,Pluvigner,1019,D 768,Route de Baud
56,56177,Pluvigner,1020,D 768,Route de Baud
56,56031,Camors,1021,D 768,Route de Baud
56,56031,Camors,1022,D 768,D 768
56,56031,Camors,1023,D 768,D 768
56,56031,Camors,1024,D 768,Rue Forestière
56,56031,Camors,1025,D 768,D 768
56,56031,Camors,1026,D 768,D 768
56,56031,Camors,1027,D 768,Rue de la Forêt
56,56031,Camors,1028,D 768,Rue des Acacias
56,56031,Camors,1029,D 768,Rue des Acacias
56,56121,Lorient,1030,,Quai des Indes
56,56121,Lorient,1031,,Rue de Liège
56,56121,Lorient,1032,,Rue Anatole le Braz
56,56121,Lorient,1033,,Rue Chaigneau
56,56098,Lanester,1034,,Avenue Gabriel Péri
56,56098,Lanester,1035,,Rue Marcel Sembat
56,56098,Lanester,1036,,Rue Gracchus Babeuf
56,56098,Lanester,1037,D 724,Avenue Ambroise Croizat
56,56098,Lanester,1038,,Rue Dominique Arago
56,56036,Caudan,1039,D 326,Rue Dominique Arago
56,56036,Caudan,1040,,(voie non dénommée)
56,56036,Caudan,1041,D 724,D 724
56,56036,Caudan,1042,,(voie non dénommée)
56,56083,Hennebont,1043,D 724,Avenue de la République
56,56083,Hennebont,1044,D 724,Avenue de la République
56,56083,Hennebont,1045,,Quai du Pont Neuf
56,56083,Hennebont,1046,D 724,Avenue de la Libération
56,56083,Hennebont,1047,,Avenue Georges Pompidou
56,56083,Hennebont,1048,D 23 C,Avenue des Frères Lumière
56,56094,Kervignac,1049,D 9,Avenue des Plages
56,56094,Kervignac,1050,D 9,Avenue des Plages
56,56094,Kervignac,1051,D 9,Avenue des Plages
56,56094,Kervignac,1052,D 9,Avenue des Plages
56,56094,Kervignac,1053,D 170,Rue de la Mairie
56,56094,Kervignac,1054,D 9,Avenue des Plages
56,56094,Kervignac,1055,,Route de Pont Lorois
56,56094,Kervignac,1056,D 9,Route d'Hennebont
56,56130,Merlevenez,1057,D 9,Route d'Hennebont
56,56130,Merlevenez,1058,D 33,Route de Nostang
56,56130,Merlevenez,1059,,(voie non dénommée)
56,56169,Plouhinec,1060,,(voie non dénommée)
56,56169,Plouhinec,1061,,(voie non dénommée)
56,56220,Sainte-Hélène,1062,D 158,Rue du 11-Septembre 1944
56,56220,Sainte-Hélène,1063,,Rue de Bellevue
56,56220,Sainte-Hélène,1064,,Rue de Bellevue
56,56220,Sainte-Hélène,1065,,Rue de Bellevue
56,56220,Sainte-Hélène,1066,,Rue de Bellevue
56,56220,Sainte-Hélène,1067,,Ria d'Etel
56,56023,Brech,1068,D 19,Rue du Loch
56,56175,Plumergat,1069,D 19,D 19
56,56175,Plumergat,1070,D 19,Toulann
56,56263,Sainte-Anne-d'Auray,1071,D 19,D 19
56,56263,Sainte-Anne-d'Auray,1072,D 19,Rue Abbé Allanic
56,56263,Sainte-Anne-d'Auray,1073,,Rue de Vannes
56,56263,Sainte-Anne-d'Auray,1074,,Le Cheval Blanc
56,56175,Plumergat,1075,D 19,D 19
56,56175,Plumergat,1076,D 19,D 19
56,56175,Plumergat,1077,D 19,Ty Neue
56,56175,Plumergat,1078,D 19,D 19
56,56175,Plumergat,1079,D 135,La Croix du Pratel
56,56158,Plescop,1080,D 135,Route de Sainte-Anne
56,56158,Plescop,1081,D 135,Route de Sainte-Anne
56,56158,Plescop,1082,D 135,Route de Sainte-Anne
56,56158,Plescop,1083,D 135,Route de Sainte-Anne
56,56158,Plescop,1084,D 135,Route de Sainte-Anne
56,56158,Plescop,1085,D 135,Route de Sainte-Anne
56,56158,Plescop,1086,D 135,Route de Sainte-Anne
56,56158,Plescop,1087,D 135,Route de Sainte-Anne
56,56158,Plescop,1088,,Avenue Général de Gaulle
56,56158,Plescop,1089,,Route de Kerizouët
56,56158,Plescop,1090,,(voie non dénommée)
56,56260,Vannes,1091,,(voie non dénommée)
56,56260,Vannes,1092,,Route de Bernard
56,56260,Vannes,1093,,Route de Bernard
56,56161,Ploemel,1094,D 105,Rue Joseph Le Pévédic
56,56161,Ploemel,1095,,(voie non dénommée)
56,56161,Ploemel,1096,,(voie non dénommée)
56,56161,Ploemel,1097,,(voie non dénommée)
56,56161,Ploemel,1098,,Toulhouet
56,56023,Brech,1099,,(voie non dénommée)
56,56119,Locoal-Mendon,1100,D 120,D 120
56,56023,Brech,1101,D 120,D 120
56,56023,Brech,1102,D 765,Route de l'École
56,56023,Brech,1103,,(voie non dénommée)
56,56023,Brech,1104,,(voie non dénommée)
56,56023,Brech,1105,,(voie non dénommée)
56,56023,Brech,1106,,Rue Park Piton
56,56023,Brech,1107,,Rue du Pont Douar
56,56023,Brech,1108,D 19,Rue Georges Cadoudal
29,29234,Rédené,1109,D 22,D 22
29,29234,Rédené,1110,D 22,Ty-Brabant
29,29002,Arzano,1111,D 22,D 22
29,29002,Arzano,1112,D 22,D 22
29,29002,Arzano,1113,D 22,D 22
29,29002,Arzano,1114,D 22,D 22
29,29002,Arzano,1115,D 22,D 22
29,29002,Arzano,1116,D 22,Rue Auguste Brizeux
29,29002,Arzano,1117,D 22,D 22
29,29002,Arzano,1118,D 22,D 22
56,56166,Plouay,1119,D 2,D 2
56,56166,Plouay,1120,D 2,D 2
56,56166,Plouay,1121,D 2,D 2
56,56166,Plouay,1122,D 2,D 2
56,56166,Plouay,1123,D 2,D 2
56,56166,Plouay,1124,D 2,D 2
56,56166,Plouay,1125,D 2,D 2
56,56166,Plouay,1126,D 2,D 2
56,56166,Plouay,1127,D 769B,Rue Paul Ihuel
56,56166,Plouay,1128,D 769B,Rue de la Chaumière
56,56166,Plouay,1129,D 769B,Rue de la Chaumière
56,56040,Cléguer,1130,D 769B,D 769B
56,56040,Cléguer,1131,D 769B,Rue des Commerces
56,56040,Cléguer,1132,D 769B,D 769B
56,56040,Cléguer,1133,D 769B,D 769B
56,56040,Cléguer,1134,D 769B,D 769B
56,56040,Cléguer,1135,,(voie non dénommée)
56,56040,Cléguer,1136,,(voie non dénommée)
56,56040,Cléguer,1137,,Route de Lorient
56,56040,Cléguer,1138,,Route de Sénébret
56,56040,Cléguer,1139,,Route de Sénébret
56,56040,Cléguer,1140,,(voie non dénommée)
56,56040,Cléguer,1141,,(voie non dénommée)
56,56040,Cléguer,1142,,Rue de la Chapelle
56,56040,Cléguer,1143,,Rue du Pont Romain
56,56179,Pont-Scorff,1144,D 6,Route de Lorient
56,56179,Pont-Scorff,1145,D 6,D 6
56,56179,Pont-Scorff,1146,D 6,D 6
56,56179,Pont-Scorff,1147,D 6,D 6
56,56185,Quéven,1148,D 6,D 6
56,56185,Quéven,1149,D 6,D 6
56,56185,Quéven,1150,D 6,Rue du 7e Bataillon F.F.I.
56,56185,Quéven,1151,D 6,Rue Jean Jaurès
56,56185,Quéven,1152,,Rond-Point du Mourillon
56,56185,Quéven,1153,D 163,D 163
56,56185,Quéven,1154,,(voie non dénommée)
56,56162,Plœmeur,1155,,(voie non dénommée)
56,56162,Plœmeur,1156,,(voie non dénommée)
56,56162,Plœmeur,1157,D 163,D 163
56,56162,Plœmeur,1158,D 163,Rue de Quéven
56,56162,Plœmeur,1159,,Rue de Larmor
56,56162,Plœmeur,1160,,Rue Jean Moulin
56,56162,Plœmeur,1161,,Rue Saint-Tugdual
56,56162,Plœmeur,1162,D 185,Rue du Moulin du Ter
56,56121,Lorient,1163,D 185,Rue du Moulin du Ter
56,56121,Lorient,1164,,Avenue Chenailler dit Colonel Morice
56,56121,Lorient,1165,D 29,Rue de Monistrol
56,56121,Lorient,1166,,Avenue Général de Gaulle
56,56121,Lorient,1167,,Avenue Anatole France
56,56121,Lorient,1168,,Avenue Anatole France
56,56260,Vannes,1169,,Route de Bernard
56,56260,Vannes,1170,,Rue des Frères Lumière
56,56260,Vannes,1171,,Avenue du 4 Août 1944
56,56260,Vannes,1172,,Avenue du 4 Août 1944
56,56260,Vannes,1173,D 767,D 767
56,56260,Vannes,1174,,Giratoire de Kerniol
56,56260,Vannes,1175,,Rue des Frères Lumière
56,56260,Vannes,1176,,Rue de Kerbiquette
56,56220,Sainte-Hélène,1177,,Ria d'Etel
56,56119,Locoal-Mendon,1178,,Ria d'Etel
56,56169,Plouhinec,1179,,Ria d'Etel
56,56169,Plouhinec,1180,,Ria d'Etel
56,56013,Belz,1181,,Rue Beg en Trech
56,56013,Belz,1182,,Rue Beg en Trech
56,56013,Belz,1183,,(voie non dénommée)
56,56161,Ploemel,1184,D 105,Rue Joseph Le Pévédic
56,56161,Ploemel,1185,,Rue du Braden
56,56161,Ploemel,1186,D 105,Rue Joseph Le Pévédic
56,56161,Ploemel,1187,D 105,Rue Joseph Le Pévédic
56,56031,Camors,1188,D 768,D 768
56,56010,Baud,1189,D 768,D 768
56,56010,Baud,1190,,Rue d'Auray
56,56010,Baud,1191,,Rue Lamartine
56,56010,Baud,1192,,Rue des Hortensias
56,56010,Baud,1193,D 117,D 117
56,56010,Baud,1194,D 117,D 117
56,56010,Baud,1195,D 117,D 117
56,56010,Baud,1196,D 117,D 117
56,56010,Baud,1197,D 117,D 117
56,56039,La Chapelle-Neuve,1198,D 117,Rue Principale
56,56039,La Chapelle-Neuve,1199,D 117,D 117
56,56039,La Chapelle-Neuve,1200,D 117,D 117
56,56174,Plumelin,1201,D 117,D 117
56,56174,Plumelin,1202,D 117,D 117
56,56174,Plumelin,1203,D 117,D 117
56,56174,Plumelin,1204,D 117,D 117
56,56174,Plumelin,1205,D 117,D 117
56,56174,Plumelin,1206,D 117,D 117
56,56117,Locminé,1207,D 117,D 117
56,56117,Locminé,1208,D 117,Rue Max Jacob
56,56117,Locminé,1209,D 1,Rue de Verdun
56,56017,Bignan,1210,D 1,D 1
56,56017,Bignan,1211,D 1,D 1
56,56017,Bignan,1212,D 1,D 1
56,56017,Bignan,1213,D 1,Rue de l'Industrie
56,56017,Bignan,1214,D 1,Rue Georges Cadoudal
56,56017,Bignan,1215,D 123,D 123
56,56017,Bignan,1216,D 123,D 123
56,56017,Bignan,1217,D 123,D 123
56,56017,Bignan,1218,D 123,D 123
56,56017,Bignan,1219,D 123,D 123
56,56017,Bignan,1220,D 123,D 123
56,56017,Bignan,1221,D 123,D 123
56,56017,Bignan,1222,D 123,D 123
56,56071,Guéhenno,1223,D 123,D 123
56,56071,Guéhenno,1224,D 123,D 123
56,56071,Guéhenno,1225,D 123,D 123
56,56071,Guéhenno,1226,D 778,D 778
56,56071,Guéhenno,1227,D 123,Rue du Château
56,56071,Guéhenno,1228,D 123,D 123
56,56071,Guéhenno,1229,D 123,D 123
56,56071,Guéhenno,1230,D 123,D 123
56,56070,Guégon,1231,D 123,D 123
56,56070,Guégon,1232,C 113,C 113
56,56070,Guégon,1233,D 126,D 126
56,56070,Guégon,1234,D 126,D 126
56,56070,Guégon,1235,D 126,Rue du Sergent Plouchard
56,56070,Guégon,1236,D 126,Rue Notre-Dame
56,56091,Josselin,1237,D 126,D 126
56,56091,Josselin,1238,D 4e,Rue du Général de Gaulle
56,56091,Josselin,1239,D 793,Rue du Canal
56,56079,Guillac,1240,,(voie non dénommée)
56,56079,Guillac,1241,,(voie non dénommée)
56,56079,Guillac,1242,,(voie non dénommée)
56,56079,Guillac,1243,,(voie non dénommée)
56,56079,Guillac,1244,D 122,D 122
56,56079,Guillac,1245,D 122,D 122
56,56079,Guillac,1246,D 122,D 122
56,56079,Guillac,1247,D 122,D 122
56,56079,Guillac,1248,D 122,Rue Daniau
56,56079,Guillac,1249,D 122,D 122
56,56079,Guillac,1250,D 122,D 122
56,56079,Guillac,1251,D 122,D 122
56,56165,Ploërmel,1252,D 122,D 122
56,56165,Ploërmel,1253,D 122,Rue de Guillac
56,56165,Ploërmel,1254,,Avenue de Guibourg
56,56165,Ploërmel,1255,,Rue du Général Giraud
56,56165,Ploërmel,1256,,Rue Saint-Michel
56,56165,Ploërmel,1257,C 6,C 6
56,56165,Ploërmel,1258,C 6,Rue de la Croix Perrinet
56,56165,Ploërmel,1259,,(voie non dénommée)
56,56165,Ploërmel,1260,,Rue du Clos des Champs
56,56165,Ploërmel,1261,,(voie non dénommée)
56,56139,Montertelot,1262,,(voie non dénommée)
56,56139,Montertelot,1263,D 144,Rue des Barres
56,56197,Val d'Oust,1264,D 766 A,D 766 A
56,56197,Val d'Oust,1265,D 166,Rue Jules Ferry
56,56202,Saint-Abraham,1266,D 166,D 166
56,56202,Saint-Abraham,1267,,Rue des Écoles
56,56202,Saint-Abraham,1268,,(voie non dénommée)
56,56202,Saint-Abraham,1269,D 764,D 764
56,56035,Caro,1270,D 764,D 764
56,56133,Missiriac,1271,D 764,D 764
56,56133,Missiriac,1272,D 764,D 764
56,56124,Malestroit,1273,D 764,Rue du Bois Pivet
56,56124,Malestroit,1274,,Rue Des Ponts
56,56124,Malestroit,1275,D 146,Rue Édouard Entremont
56,56133,Missiriac,1276,D 146,D 146
56,56133,Missiriac,1277,D 146,D 146
56,56133,Missiriac,1278,D 146,D 146
